index;Date;Tile
9115;20201014;48PXQ
9116;20201029;48PXQ
9117;20201027;48PXQ
9118;20201024;48PXQ
9119;20201022;48PXQ
9120;20201019;48PXQ
9121;20201017;48PXQ
9122;20201012;48PXQ
9123;20201009;48PXQ
9124;20201007;48PXQ
9125;20201004;48PXQ
9126;20201002;48PXQ
9127;20200629;48PXQ
9128;20200626;48PXQ
9129;20200624;48PXQ
9130;20200621;48PXQ
9131;20200619;48PXQ
9132;20200616;48PXQ
9133;20200614;48PXQ
9134;20200611;48PXQ
9135;20200609;48PXQ
9136;20200606;48PXQ
9137;20200604;48PXQ
9138;20200601;48PXQ
9139;20201116;48PXQ
9140;20201116;48PXQ
9141;20201111;48PXQ
9142;20201111;48PXQ
9143;20201128;48PXQ
9144;20201128;48PXQ
9145;20201126;48PXQ
9146;20201123;48PXQ
9147;20201121;48PXQ
9148;20201118;48PXQ
9149;20201113;48PXQ
9150;20201108;48PXQ
9151;20201106;48PXQ
9152;20201103;48PXQ
9153;20201101;48PXQ
9154;20200306;48PWS
9158;20200311;48PWS
9159;20200301;48PWS
9704;20200306;48PWB
9705;20200329;48PWB
9706;20200326;48PWB
9707;20200324;48PWB
9708;20200321;48PWB
9709;20200319;48PWB
9710;20200316;48PWB
9711;20200314;48PWB
9712;20200311;48PWB
9713;20200309;48PWB
9714;20200304;48PWB
9715;20200301;48PWB
9960;20200103;48PXS
9982;20200313;48PXS
9985;20200303;48PXS
10117;20191003;48PWQ
10355;20190225;48PWA
10356;20190220;48PWA
10357;20190215;48PWA
10358;20190210;48PWA
10359;20190205;48PWA
10360;20190223;48PWA
10361;20190218;48PWA
10362;20190213;48PWA
10363;20190208;48PWA
10364;20190203;48PWA
10569;20190225;48PXU
10570;20190220;48PXU
10571;20190215;48PXU
10572;20190210;48PXU
10573;20190205;48PXU
10574;20190227;48PXU
10575;20190222;48PXU
10576;20190217;48PXU
10577;20190212;48PXU
10578;20190207;48PXU
10579;20190202;48PXU
10721;20190222;48PXR
10779;20191006;48PVT
10780;20191001;48PVT
10882;20190227;48PYR
10883;20190222;48PYR
10884;20190217;48PYR
10885;20190212;48PYR
10886;20190207;48PYR
10887;20190202;48PYR
10888;20190528;48PYR
10889;20190523;48PYR
10890;20190518;48PYR
10891;20190513;48PYR
10892;20190508;48PYR
10893;20190503;48PYR
10894;20190727;48PYR
10895;20190722;48PYR
10896;20190717;48PYR
10897;20190712;48PYR
10898;20190707;48PYR
10899;20190702;48PYR
10900;20191129;48PYR
10901;20191124;48PYR
10902;20191119;48PYR
10903;20191114;48PYR
10904;20191109;48PYR
10905;20191104;48PYR
10906;20191219;48PYR
10907;20191214;48PYR
10908;20191209;48PYR
10909;20191204;48PYR
10910;20191229;48PYR
10911;20191224;48PYR
10912;20190329;48PYR
10913;20190324;48PYR
10914;20190319;48PYR
10915;20190314;48PYR
10916;20190309;48PYR
10917;20190304;48PYR
10918;20190627;48PYR
10919;20190622;48PYR
10920;20190617;48PYR
10921;20190612;48PYR
10922;20190607;48PYR
10923;20190602;48PYR
10924;20190826;48PYR
10925;20190821;48PYR
10926;20190816;48PYR
10927;20190811;48PYR
10928;20190806;48PYR
10929;20190801;48PYR
10930;20190925;48PYR
10931;20190920;48PYR
10932;20190915;48PYR
10933;20190910;48PYR
10934;20190905;48PYR
10935;20191030;48PYR
10936;20191025;48PYR
10937;20191020;48PYR
10938;20191015;48PYR
10939;20191010;48PYR
10940;20191005;48PYR
10941;20190428;48PYR
10942;20190423;48PYR
10943;20190418;48PYR
10944;20190413;48PYR
10945;20190408;48PYR
10946;20190403;48PYR
10947;20190128;48PYR
10948;20190123;48PYR
10949;20190118;48PYR
10950;20190118;48PYR
10951;20190113;48PYR
10952;20190108;48PYR
10953;20190103;48PYR
10984;20191003;48PWR
11216;20190225;48PWV
11217;20190220;48PWV
11218;20190215;48PWV
11219;20190210;48PWV
11220;20190205;48PWV
11338;20191005;48PXT
11339;20191003;48PXT
11379;20190222;48PXT
11400;20191129;48PYQ
11401;20191124;48PYQ
11402;20191119;48PYQ
11403;20191114;48PYQ
11404;20191109;48PYQ
11405;20191104;48PYQ
11406;20190329;48PYQ
11407;20190324;48PYQ
11408;20190324;48PYQ
11409;20190319;48PYQ
11410;20190314;48PYQ
11411;20190309;48PYQ
11412;20190304;48PYQ
11413;20190227;48PYQ
11414;20190222;48PYQ
11415;20190217;48PYQ
11416;20190212;48PYQ
11417;20190207;48PYQ
11418;20190202;48PYQ
11419;20190826;48PYQ
11420;20190821;48PYQ
11421;20190816;48PYQ
11422;20190811;48PYQ
11423;20190806;48PYQ
11424;20190801;48PYQ
11425;20190801;48PYQ
11426;20190528;48PYQ
11427;20190523;48PYQ
11428;20190518;48PYQ
11429;20190518;48PYQ
11430;20190513;48PYQ
11431;20190508;48PYQ
11432;20190503;48PYQ
11433;20190627;48PYQ
11434;20190622;48PYQ
11435;20190617;48PYQ
11436;20190612;48PYQ
11437;20190607;48PYQ
11438;20190602;48PYQ
11439;20190727;48PYQ
11440;20190727;48PYQ
11441;20190722;48PYQ
11442;20190717;48PYQ
11443;20190712;48PYQ
11444;20190707;48PYQ
11445;20190702;48PYQ
11446;20191030;48PYQ
11447;20191025;48PYQ
11448;20191020;48PYQ
11449;20191015;48PYQ
11450;20191010;48PYQ
11451;20191005;48PYQ
11452;20190925;48PYQ
11453;20190920;48PYQ
11454;20190915;48PYQ
11455;20190910;48PYQ
11456;20190905;48PYQ
11457;20191219;48PYQ
11458;20191214;48PYQ
11459;20191209;48PYQ
11460;20191204;48PYQ
11461;20191229;48PYQ
11462;20191224;48PYQ
11463;20190128;48PYQ
11464;20190123;48PYQ
11465;20190118;48PYQ
11466;20190113;48PYQ
11467;20190113;48PYQ
11468;20190108;48PYQ
11469;20190103;48PYQ
11470;20190428;48PYQ
11471;20190423;48PYQ
11472;20190418;48PYQ
11473;20190413;48PYQ
11474;20190408;48PYQ
11475;20190403;48PYQ
11476;20190329;48PXQ
11477;20190327;48PXQ
11478;20190324;48PXQ
11479;20190324;48PXQ
11480;20190322;48PXQ
11481;20190319;48PXQ
11482;20190317;48PXQ
11483;20190314;48PXQ
11484;20190312;48PXQ
11485;20190309;48PXQ
11486;20190304;48PXQ
11487;20190302;48PXQ
11488;20190925;48PXQ
11489;20190923;48PXQ
11490;20190920;48PXQ
11491;20190918;48PXQ
11492;20190915;48PXQ
11493;20190913;48PXQ
11494;20190910;48PXQ
11495;20190908;48PXQ
11496;20190905;48PXQ
11497;20190903;48PXQ
11498;20190928;48PXQ
11499;20190730;48PXQ
11500;20190727;48PXQ
11501;20190727;48PXQ
11502;20190725;48PXQ
11503;20190722;48PXQ
11504;20190720;48PXQ
11505;20190717;48PXQ
11506;20190712;48PXQ
11507;20190710;48PXQ
11508;20190707;48PXQ
11509;20190705;48PXQ
11510;20190702;48PXQ
11511;20190715;48PXQ
11512;20190227;48PXQ
11513;20190225;48PXQ
11514;20190222;48PXQ
11515;20190220;48PXQ
11516;20190217;48PXQ
11517;20190215;48PXQ
11518;20190212;48PXQ
11519;20190210;48PXQ
11520;20190207;48PXQ
11521;20190205;48PXQ
11522;20190202;48PXQ
11523;20190128;48PXQ
11524;20190126;48PXQ
11525;20190123;48PXQ
11526;20190121;48PXQ
11527;20190118;48PXQ
11528;20190116;48PXQ
11529;20190113;48PXQ
11530;20190113;48PXQ
11531;20190111;48PXQ
11532;20190108;48PXQ
11533;20190106;48PXQ
11534;20190103;48PXQ
11535;20190101;48PXQ
11536;20190528;48PXQ
11537;20190526;48PXQ
11538;20190523;48PXQ
11539;20190521;48PXQ
11540;20190518;48PXQ
11541;20190516;48PXQ
11542;20190513;48PXQ
11543;20190511;48PXQ
11544;20190508;48PXQ
11545;20190506;48PXQ
11546;20190503;48PXQ
11547;20190501;48PXQ
11548;20190829;48PXQ
11549;20190826;48PXQ
11550;20190824;48PXQ
11551;20190821;48PXQ
11552;20190819;48PXQ
11553;20190816;48PXQ
11554;20190814;48PXQ
11555;20190811;48PXQ
11556;20190809;48PXQ
11557;20190806;48PXQ
11558;20190804;48PXQ
11559;20190801;48PXQ
11560;20190801;48PXQ
11561;20190428;48PXQ
11562;20190426;48PXQ
11563;20190423;48PXQ
11564;20190421;48PXQ
11565;20190418;48PXQ
11566;20190416;48PXQ
11567;20190413;48PXQ
11568;20190411;48PXQ
11569;20190408;48PXQ
11570;20190406;48PXQ
11571;20190403;48PXQ
11572;20190401;48PXQ
11573;20191227;48PXQ
11574;20191219;48PXQ
11575;20191217;48PXQ
11576;20191214;48PXQ
11577;20191212;48PXQ
11578;20191209;48PXQ
11579;20191207;48PXQ
11580;20191204;48PXQ
11581;20191202;48PXQ
11582;20191229;48PXQ
11583;20191224;48PXQ
11584;20191222;48PXQ
11585;20191030;48PXQ
11586;20191028;48PXQ
11587;20191025;48PXQ
11588;20191023;48PXQ
11589;20191020;48PXQ
11590;20191018;48PXQ
11591;20191015;48PXQ
11592;20191013;48PXQ
11593;20191010;48PXQ
11594;20191008;48PXQ
11595;20191005;48PXQ
11596;20191003;48PXQ
11597;20190627;48PXQ
11598;20190625;48PXQ
11599;20190622;48PXQ
11600;20190620;48PXQ
11601;20190617;48PXQ
11602;20190615;48PXQ
11603;20190612;48PXQ
11604;20190610;48PXQ
11605;20190607;48PXQ
11606;20190605;48PXQ
11607;20190602;48PXQ
11608;20191129;48PXQ
11609;20191127;48PXQ
11610;20191124;48PXQ
11611;20191122;48PXQ
11612;20191119;48PXQ
11613;20191117;48PXQ
11614;20191114;48PXQ
11615;20191112;48PXQ
11616;20191109;48PXQ
11617;20191107;48PXQ
11618;20191104;48PXQ
11725;20190225;48PXV
11726;20190220;48PXV
11727;20190215;48PXV
11728;20190210;48PXV
11729;20190205;48PXV
11921;20191030;48PYT
12044;20190222;48PYT
12112;20191003;48PWB
12185;20190225;48PWB
12186;20190223;48PWB
12187;20190220;48PWB
12188;20190218;48PWB
12189;20190215;48PWB
12190;20190213;48PWB
12191;20190210;48PWB
12192;20190210;48PWB
12193;20190208;48PWB
12194;20190205;48PWB
12195;20190203;48PWB
12441;20191005;48PXS
12442;20191003;48PXS
13351;20180227;48PYR
13352;20180222;48PYR
13353;20180217;48PYR
13354;20180212;48PYR
13355;20180207;48PYR
13356;20180202;48PYR
13357;20180528;48PYR
13358;20180523;48PYR
13359;20180518;48PYR
13360;20180513;48PYR
13361;20180508;48PYR
13362;20180727;48PYR
13363;20180722;48PYR
13364;20180712;48PYR
13365;20180707;48PYR
13366;20181129;48PYR
13367;20181124;48PYR
13368;20181119;48PYR
13369;20181114;48PYR
13370;20181109;48PYR
13371;20181104;48PYR
13372;20181229;48PYR
13373;20181224;48PYR
13374;20181219;48PYR
13375;20181214;48PYR
13376;20181209;48PYR
13377;20181204;48PYR
13378;20180329;48PYR
13379;20180324;48PYR
13380;20180319;48PYR
13381;20180314;48PYR
13382;20180309;48PYR
13383;20180304;48PYR
13384;20180627;48PYR
13385;20180622;48PYR
13386;20180617;48PYR
13387;20180612;48PYR
13388;20180607;48PYR
13389;20180602;48PYR
13390;20180826;48PYR
13391;20180821;48PYR
13392;20180816;48PYR
13393;20180811;48PYR
13394;20180806;48PYR
13395;20180801;48PYR
13396;20180925;48PYR
13397;20180915;48PYR
13398;20180910;48PYR
13399;20180905;48PYR
13400;20181030;48PYR
13401;20181025;48PYR
13402;20181020;48PYR
13403;20181015;48PYR
13404;20181015;48PYR
13405;20181010;48PYR
13406;20181005;48PYR
13407;20180428;48PYR
13408;20180423;48PYR
13409;20180418;48PYR
13410;20180413;48PYR
13411;20180408;48PYR
13412;20180403;48PYR
13413;20180128;48PYR
13414;20180118;48PYR
13415;20180113;48PYR
13416;20180108;48PYR
13417;20180123;48PYR
13418;20180103;48PYR
13861;20181129;48PYQ
13862;20181124;48PYQ
13863;20181119;48PYQ
13864;20181114;48PYQ
13865;20181109;48PYQ
13866;20181104;48PYQ
13867;20181104;48PYQ
13868;20180329;48PYQ
13869;20180324;48PYQ
13870;20180319;48PYQ
13871;20180314;48PYQ
13872;20180309;48PYQ
13873;20180304;48PYQ
13874;20180227;48PYQ
13875;20180222;48PYQ
13876;20180217;48PYQ
13877;20180212;48PYQ
13878;20180207;48PYQ
13879;20180202;48PYQ
13880;20180202;48PYQ
13881;20180826;48PYQ
13882;20180821;48PYQ
13883;20180816;48PYQ
13884;20180811;48PYQ
13885;20180806;48PYQ
13886;20180801;48PYQ
13887;20180528;48PYQ
13888;20180523;48PYQ
13889;20180518;48PYQ
13890;20180513;48PYQ
13891;20180508;48PYQ
13892;20180627;48PYQ
13893;20180622;48PYQ
13894;20180617;48PYQ
13895;20180612;48PYQ
13896;20180607;48PYQ
13897;20180602;48PYQ
13898;20180727;48PYQ
13899;20180722;48PYQ
13900;20180722;48PYQ
13901;20180712;48PYQ
13902;20180707;48PYQ
13903;20181030;48PYQ
13904;20181025;48PYQ
13905;20181020;48PYQ
13906;20181015;48PYQ
13907;20181010;48PYQ
13908;20181005;48PYQ
13909;20180925;48PYQ
13910;20180915;48PYQ
13911;20180910;48PYQ
13912;20180905;48PYQ
13913;20181229;48PYQ
13914;20181224;48PYQ
13915;20181219;48PYQ
13916;20181214;48PYQ
13917;20181209;48PYQ
13918;20181204;48PYQ
13919;20180128;48PYQ
13920;20180118;48PYQ
13921;20180113;48PYQ
13922;20180108;48PYQ
13923;20180428;48PYQ
13924;20180423;48PYQ
13925;20180418;48PYQ
13926;20180408;48PYQ
13927;20180403;48PYQ
13928;20180413;48PYQ
13929;20180329;48PXQ
13930;20180327;48PXQ
13931;20180324;48PXQ
13932;20180322;48PXQ
13933;20180319;48PXQ
13934;20180317;48PXQ
13935;20180314;48PXQ
13936;20180312;48PXQ
13937;20180309;48PXQ
13938;20180307;48PXQ
13939;20180304;48PXQ
13940;20180302;48PXQ
13941;20180928;48PXQ
13942;20180925;48PXQ
13943;20180918;48PXQ
13944;20180915;48PXQ
13945;20180913;48PXQ
13946;20180910;48PXQ
13947;20180908;48PXQ
13948;20180905;48PXQ
13949;20180903;48PXQ
13950;20180730;48PXQ
13951;20180727;48PXQ
13952;20180725;48PXQ
13953;20180722;48PXQ
13954;20180722;48PXQ
13955;20180720;48PXQ
13956;20180715;48PXQ
13957;20180712;48PXQ
13958;20180710;48PXQ
13959;20180707;48PXQ
13960;20180705;48PXQ
13961;20180227;48PXQ
13962;20180225;48PXQ
13963;20180222;48PXQ
13964;20180220;48PXQ
13965;20180217;48PXQ
13966;20180215;48PXQ
13967;20180212;48PXQ
13968;20180210;48PXQ
13969;20180207;48PXQ
13970;20180202;48PXQ
13971;20180202;48PXQ
13972;20180128;48PXQ
13973;20180126;48PXQ
13974;20180126;48PXQ
13975;20180121;48PXQ
13976;20180118;48PXQ
13977;20180113;48PXQ
13978;20180111;48PXQ
13979;20180111;48PXQ
13980;20180108;48PXQ
13981;20180106;48PXQ
13982;20180101;48PXQ
13983;20180528;48PXQ
13984;20180523;48PXQ
13985;20180521;48PXQ
13986;20180518;48PXQ
13987;20180516;48PXQ
13988;20180513;48PXQ
13989;20180511;48PXQ
13990;20180508;48PXQ
13991;20180506;48PXQ
13992;20180501;48PXQ
13993;20180526;48PXQ
13994;20180829;48PXQ
13995;20180826;48PXQ
13996;20180824;48PXQ
13997;20180821;48PXQ
13998;20180819;48PXQ
13999;20180816;48PXQ
14000;20180814;48PXQ
14001;20180811;48PXQ
14002;20180809;48PXQ
14003;20180806;48PXQ
14004;20180804;48PXQ
14005;20180801;48PXQ
14006;20180428;48PXQ
14007;20180426;48PXQ
14008;20180423;48PXQ
14009;20180421;48PXQ
14010;20180418;48PXQ
14011;20180416;48PXQ
14012;20180413;48PXQ
14013;20180411;48PXQ
14014;20180408;48PXQ
14015;20180406;48PXQ
14016;20180403;48PXQ
14017;20180401;48PXQ
14018;20181229;48PXQ
14019;20181227;48PXQ
14020;20181224;48PXQ
14021;20181222;48PXQ
14022;20181219;48PXQ
14023;20181217;48PXQ
14024;20181214;48PXQ
14025;20181212;48PXQ
14026;20181209;48PXQ
14027;20181207;48PXQ
14028;20181204;48PXQ
14029;20181202;48PXQ
14030;20181030;48PXQ
14031;20181028;48PXQ
14032;20181025;48PXQ
14033;20181023;48PXQ
14034;20181020;48PXQ
14035;20181015;48PXQ
14036;20181013;48PXQ
14037;20181010;48PXQ
14038;20181008;48PXQ
14039;20181005;48PXQ
14040;20181003;48PXQ
14041;20181018;48PXQ
14042;20180627;48PXQ
14043;20180625;48PXQ
14044;20180622;48PXQ
14045;20180620;48PXQ
14046;20180617;48PXQ
14047;20180615;48PXQ
14048;20180612;48PXQ
14049;20180610;48PXQ
14050;20180607;48PXQ
14051;20180605;48PXQ
14052;20180602;48PXQ
14053;20181129;48PXQ
14054;20181127;48PXQ
14055;20181127;48PXQ
14056;20181124;48PXQ
14057;20181122;48PXQ
14058;20181119;48PXQ
14059;20181117;48PXQ
14060;20181114;48PXQ
14061;20181112;48PXQ
14062;20181109;48PXQ
14063;20181107;48PXQ
14064;20181104;48PXQ
14065;20181104;48PXQ
14066;20181102;48PXQ
14974;20150820;48PWQ
14976;20151128;48PWT
14981;20150929;48PWT
14983;20150820;48PWT
14987;20151115;48PYS
14989;20150820;48PWA
14997;20151022;48PWA
14998;20151128;48PWA
14999;20151118;48PXU
15002;20150810;48PXU
15009;20150909;48PXU
15011;20150810;48PXR
15020;20151115;48PXR
15021;20151128;48PXR
15023;20150909;48PXR
15033;20151128;48PVT
15035;20150820;48PVT
15037;20150929;48PVT
15039;20151115;48PYR
15040;20151225;48PYR
15041;20151205;48PYR
15042;20151205;48PYR
15043;20150820;48PWR
15048;20151128;48PWR
15050;20150909;48PWR
15051;20150929;48PWR
15053;20151118;48PWU
15055;20150909;48PWU
15057;20150810;48PWU
15066;20151128;48PWV
15068;20150929;48PWV
15076;20150820;48PWV
15078;20151128;48PXT
15079;20151115;48PXT
15086;20150810;48PXT
15088;20150909;48PXT
15090;20151115;48PYQ
15091;20151205;48PYQ
15092;20151205;48PYQ
15093;20150909;48PXQ
15094;20150820;48PXQ
15095;20150810;48PXQ
15096;20151218;48PXQ
15097;20151205;48PXQ
15098;20151115;48PXQ
15099;20150919;48PWS
15105;20151128;48PWS
15107;20150820;48PWS
15109;20150929;48PXV
15111;20151128;48PXV
15119;20150820;48PXV
15121;20150929;48PVU
15123;20151022;48PVU
15130;20150810;48PVU
15132;20151118;48PVU
15139;20150929;48PYT
15141;20151128;48PYT
15144;20150820;48PYT
15146;20151022;48PWB
15148;20150909;48PWB
15155;20150810;48PWB
15158;20150820;48PVV
15169;20151128;48PVV
15171;20150929;48PVV
15178;20150820;48PXS
15180;20151128;48PXS
15181;20151115;48PXS
15183;20150919;48PXS
15777;20170227;48PYR
15778;20170207;48PYR
15779;20170217;48PYR
15780;20170518;48PYR
15781;20170528;48PYR
15782;20170508;48PYR
15783;20170717;48PYR
15784;20170712;48PYR
15785;20170727;48PYR
15786;20170722;48PYR
15787;20170707;48PYR
15788;20171129;48PYR
15789;20171119;48PYR
15790;20171114;48PYR
15791;20171109;48PYR
15792;20171124;48PYR
15793;20171104;48PYR
15794;20171229;48PYR
15795;20171224;48PYR
15796;20171219;48PYR
15797;20171209;48PYR
15798;20171204;48PYR
15799;20171214;48PYR
15800;20170319;48PYR
15801;20170329;48PYR
15802;20170309;48PYR
15803;20170627;48PYR
15804;20170607;48PYR
15805;20170617;48PYR
15806;20170826;48PYR
15807;20170826;48PYR
15808;20170821;48PYR
15809;20170806;48PYR
15810;20170801;48PYR
15811;20170816;48PYR
15812;20170811;48PYR
15813;20170915;48PYR
15814;20170910;48PYR
15815;20170910;48PYR
15816;20170925;48PYR
15817;20170920;48PYR
15818;20170905;48PYR
15819;20171030;48PYR
15820;20171025;48PYR
15821;20171020;48PYR
15822;20171005;48PYR
15823;20171015;48PYR
15824;20171010;48PYR
15825;20170408;48PYR
15826;20170428;48PYR
15827;20170418;48PYR
15828;20170128;48PYR
15829;20170118;48PYR
15830;20170108;48PYR
16158;20171129;48PYQ
16159;20171119;48PYQ
16160;20171114;48PYQ
16161;20171109;48PYQ
16162;20170319;48PYQ
16163;20170227;48PYQ
16164;20170207;48PYQ
16165;20170826;48PYQ
16166;20170821;48PYQ
16167;20170806;48PYQ
16168;20170806;48PYQ
16169;20170801;48PYQ
16170;20170518;48PYQ
16171;20170627;48PYQ
16172;20170607;48PYQ
16173;20170717;48PYQ
16174;20170712;48PYQ
16175;20171030;48PYQ
16176;20171025;48PYQ
16177;20171020;48PYQ
16178;20171005;48PYQ
16179;20171005;48PYQ
16180;20170915;48PYQ
16181;20170915;48PYQ
16182;20170910;48PYQ
16183;20171229;48PYQ
16184;20171224;48PYQ
16185;20171219;48PYQ
16186;20171209;48PYQ
16187;20171204;48PYQ
16188;20170128;48PYQ
16189;20170118;48PYQ
16190;20170108;48PYQ
16191;20170428;48PYQ
16192;20170408;48PYQ
16193;20170322;48PXQ
16194;20170319;48PXQ
16195;20170312;48PXQ
16196;20170302;48PXQ
16197;20170928;48PXQ
16198;20170923;48PXQ
16199;20170915;48PXQ
16200;20170915;48PXQ
16201;20170910;48PXQ
16202;20170908;48PXQ
16203;20170903;48PXQ
16204;20170918;48PXQ
16205;20170913;48PXQ
16206;20170730;48PXQ
16207;20170725;48PXQ
16208;20170720;48PXQ
16209;20170717;48PXQ
16210;20170712;48PXQ
16211;20170710;48PXQ
16212;20170715;48PXQ
16213;20170705;48PXQ
16214;20170227;48PXQ
16215;20170220;48PXQ
16216;20170210;48PXQ
16217;20170207;48PXQ
16218;20170128;48PXQ
16219;20170111;48PXQ
16220;20170101;48PXQ
16221;20170118;48PXQ
16222;20170108;48PXQ
16223;20170518;48PXQ
16224;20170511;48PXQ
16225;20170501;48PXQ
16226;20170521;48PXQ
16227;20170829;48PXQ
16228;20170826;48PXQ
16229;20170821;48PXQ
16230;20170819;48PXQ
16231;20170814;48PXQ
16232;20170806;48PXQ
16233;20170806;48PXQ
16234;20170801;48PXQ
16235;20170824;48PXQ
16236;20170809;48PXQ
16237;20170804;48PXQ
16238;20170428;48PXQ
16239;20170421;48PXQ
16240;20170411;48PXQ
16241;20170408;48PXQ
16242;20170401;48PXQ
16243;20171229;48PXQ
16244;20171224;48PXQ
16245;20171222;48PXQ
16246;20171219;48PXQ
16247;20171217;48PXQ
16248;20171212;48PXQ
16249;20171209;48PXQ
16250;20171204;48PXQ
16251;20171202;48PXQ
16252;20171227;48PXQ
16253;20171207;48PXQ
16254;20171030;48PXQ
16255;20171025;48PXQ
16256;20171020;48PXQ
16257;20171018;48PXQ
16258;20171013;48PXQ
16259;20171005;48PXQ
16260;20171005;48PXQ
16261;20171028;48PXQ
16262;20171023;48PXQ
16263;20171008;48PXQ
16264;20171003;48PXQ
16265;20170627;48PXQ
16266;20170620;48PXQ
16267;20170607;48PXQ
16268;20170610;48PXQ
16269;20171129;48PXQ
16270;20171127;48PXQ
16271;20171122;48PXQ
16272;20171119;48PXQ
16273;20171114;48PXQ
16274;20171112;48PXQ
16275;20171109;48PXQ
16276;20171107;48PXQ
16277;20171102;48PXQ
16278;20171117;48PXQ
16279;20171117;48PXQ
16346;20171028;48PXV
16960;20160317;48PWQ
16999;20160307;48PWT
17024;20160314;48PYS
17026;20160920;48PYS
17040;20160213;48PYS
17041;20160923;48PWA
17048;20160916;48PWA
17057;20160817;48PWA
17058;20160817;48PWA
17100;20160618;48PWA
17101;20160618;48PWA
17104;20160130;48PWA
17108;20160317;48PWA
17134;20160317;48PXU
17155;20160107;48PXU
17162;20161119;48PXU
17180;20160923;48PXU
17183;20160920;48PXU
17198;20160602;48PXR
17217;20160107;48PXR
17222;20161119;48PXR
17230;20160317;48PXR
17281;20160130;48PVT
17287;20160317;48PVT
17308;20160213;48PYR
17309;20160523;48PYR
17310;20160513;48PYR
17311;20160503;48PYR
17312;20160722;48PYR
17313;20160712;48PYR
17314;20160702;48PYR
17315;20161119;48PYR
17316;20161109;48PYR
17317;20161129;48PYR
17318;20161229;48PYR
17319;20161219;48PYR
17320;20161209;48PYR
17321;20160324;48PYR
17322;20160314;48PYR
17323;20160304;48PYR
17324;20160304;48PYR
17325;20160622;48PYR
17326;20160612;48PYR
17327;20160602;48PYR
17328;20160821;48PYR
17329;20160811;48PYR
17330;20160801;48PYR
17331;20160910;48PYR
17332;20160920;48PYR
17333;20161020;48PYR
17334;20161010;48PYR
17335;20160423;48PYR
17336;20160413;48PYR
17337;20160403;48PYR
17338;20160104;48PYR
17339;20160124;48PYR
17340;20160114;48PYR
17370;20160317;48PWR
17371;20160307;48PWR
17388;20160307;48PWU
17393;20160923;48PWU
17435;20160817;48PUV
17440;20160130;48PUV
17449;20160307;48PWV
17463;20160923;48PWV
17478;20160317;48PXT
17479;20160307;48PXT
17501;20160107;48PXT
17542;20161119;48PYQ
17543;20161109;48PYQ
17544;20160304;48PYQ
17545;20160304;48PYQ
17546;20160821;48PYQ
17547;20160801;48PYQ
17548;20160513;48PYQ
17549;20160622;48PYQ
17550;20160602;48PYQ
17551;20160712;48PYQ
17552;20161030;48PYQ
17553;20161020;48PYQ
17554;20161020;48PYQ
17555;20160910;48PYQ
17556;20161229;48PYQ
17557;20161219;48PYQ
17558;20161209;48PYQ
17559;20160104;48PYQ
17560;20160403;48PYQ
17561;20160317;48PXQ
17562;20160304;48PXQ
17563;20160923;48PXQ
17564;20160913;48PXQ
17565;20160910;48PXQ
17566;20160903;48PXQ
17567;20160725;48PXQ
17568;20160715;48PXQ
17569;20160712;48PXQ
17570;20160216;48PXQ
17571;20160117;48PXQ
17572;20160104;48PXQ
17573;20160526;48PXQ
17574;20160513;48PXQ
17575;20160506;48PXQ
17576;20160824;48PXQ
17577;20160821;48PXQ
17578;20160814;48PXQ
17579;20160804;48PXQ
17580;20160801;48PXQ
17581;20160426;48PXQ
17582;20160416;48PXQ
17583;20160403;48PXQ
17584;20161229;48PXQ
17585;20161219;48PXQ
17586;20161212;48PXQ
17587;20161209;48PXQ
17588;20161202;48PXQ
17589;20161030;48PXQ
17590;20161023;48PXQ
17591;20161020;48PXQ
17592;20161020;48PXQ
17593;20161013;48PXQ
17594;20161003;48PXQ
17595;20160625;48PXQ
17596;20160622;48PXQ
17597;20160615;48PXQ
17598;20160602;48PXQ
17599;20161122;48PXQ
17600;20161119;48PXQ
17601;20161112;48PXQ
17602;20161109;48PXQ
17603;20161102;48PXQ
17604;20160317;48PWS
17612;20160107;48PWS
17635;20160307;48PXV
17637;20160923;48PXV
17683;20160130;48PVU
17713;20160317;48PVU
17767;20161119;48PYT
17782;20160317;48PYT
17791;20160213;48PYT
17809;20160608;48PWB
17810;20160605;48PWB
17830;20160107;48PWB
17836;20160926;48PWB
17850;20160307;48PWB
17866;20160817;48PWB
17909;20160307;48PVV
17919;20160107;48PVV
17935;20160926;48PVV
17958;20160107;48PXS
17967;20160314;48PXS
17996;20161119;48PXS
18001;20160920;48PXS
