index;Date;Tile
2076;20230120;48PVV
2078;20230115;48PVV
2079;20230113;48PVV
2080;20230110;48PVV
2082;20230105;48PVV
2083;20230103;48PVV
2084;20231216;48PVV
2085;20231211;48PVV
2086;20231209;48PVV
2088;20231201;48PVV
2090;20231126;48PVV
2092;20231121;48PVV
2094;20231116;48PVV
2096;20231106;48PVV
2098;20231101;48PVV
2100;20230925;48PVV
2102;20230920;48PVV
2104;20230915;48PVV
2106;20230910;48PVV
2108;20230905;48PVV
2112;20230626;48PXS
2114;20230621;48PXS
2116;20230616;48PXS
2118;20230611;48PXS
2120;20230606;48PXS
2122;20230601;48PXS
2124;20230726;48PXS
2126;20230721;48PXS
2128;20230716;48PXS
2130;20230711;48PXS
2132;20230706;48PXS
2134;20230701;48PXS
2141;20230211;48PXS
2142;20230209;48PXS
2143;20230206;48PXS
2144;20230204;48PXS
2145;20230201;48PXS
2146;20230130;48PXS
2147;20230127;48PXS
2148;20230125;48PXS
2149;20230122;48PXS
2150;20230120;48PXS
2151;20230117;48PXS
2152;20230115;48PXS
2153;20230112;48PXS
2154;20230110;48PXS
2155;20230107;48PXS
2156;20230105;48PXS
2157;20230102;48PXS
2159;20231027;48PXS
2161;20231022;48PXS
2165;20231014;48PXS
2167;20231009;48PXS
2169;20231004;48PXS
2171;20230328;48PXS
2173;20230323;48PXS
2175;20230318;48PXS
2177;20230313;48PXS
2183;20231216;48PXS
2184;20231208;48PXS
2185;20231206;48PXS
2187;20231201;48PXS
2189;20230527;48PXS
2191;20230522;48PXS
2193;20230517;48PXS
2195;20230512;48PXS
2197;20230507;48PXS
2199;20230502;48PXS
2201;20230425;48PXS
2203;20230420;48PXS
2205;20230412;48PXS
2207;20230407;48PXS
2209;20230402;48PXS
2211;20230828;48PXS
2213;20230823;48PXS
2215;20230818;48PXS
2217;20230813;48PXS
2219;20230808;48PXS
2221;20230803;48PXS
2223;20231126;48PXS
2226;20231121;48PXS
2228;20231116;48PXS
2230;20231106;48PXS
2232;20231101;48PXS
2234;20230927;48PXS
2236;20230922;48PXS
2240;20230914;48PXS
2242;20230909;48PXS
2244;20230904;48PXS
2287;20211126;48PWQ
2288;20211126;48PWQ
2289;20211121;48PWQ
2290;20211116;48PWQ
2291;20211111;48PWQ
2292;20211106;48PWQ
2293;20211101;48PWQ
2551;20210428;48PWA
2918;20211128;48PXR
2919;20211126;48PXR
2920;20211123;48PXR
2921;20211121;48PXR
2922;20211118;48PXR
2923;20211116;48PXR
2924;20211113;48PXR
2925;20211111;48PXR
2926;20211108;48PXR
2927;20211106;48PXR
2928;20211103;48PXR
2929;20211101;48PXR
3162;20210423;48PVT
3170;20210201;48PYR
3171;20210201;48PYR
3172;20210226;48PYR
3173;20210221;48PYR
3174;20210216;48PYR
3175;20210211;48PYR
3176;20210206;48PYR
3177;20210512;48PYR
3178;20210512;48PYR
3179;20210507;48PYR
3180;20210507;48PYR
3181;20210527;48PYR
3182;20210522;48PYR
3183;20210517;48PYR
3184;20210502;48PYR
3185;20210726;48PYR
3186;20210726;48PYR
3187;20210716;48PYR
3188;20210716;48PYR
3189;20210721;48PYR
3190;20210711;48PYR
3191;20210706;48PYR
3192;20210701;48PYR
3193;20211128;48PYR
3194;20211123;48PYR
3195;20211118;48PYR
3196;20211113;48PYR
3197;20211108;48PYR
3198;20211103;48PYR
3199;20211228;48PYR
3200;20211223;48PYR
3201;20211218;48PYR
3202;20211213;48PYR
3203;20211208;48PYR
3204;20211203;48PYR
3205;20210328;48PYR
3206;20210323;48PYR
3207;20210318;48PYR
3208;20210313;48PYR
3209;20210308;48PYR
3210;20210303;48PYR
3211;20210626;48PYR
3212;20210621;48PYR
3213;20210616;48PYR
3214;20210611;48PYR
3215;20210606;48PYR
3216;20210601;48PYR
3217;20210830;48PYR
3218;20210825;48PYR
3219;20210820;48PYR
3220;20210815;48PYR
3221;20210810;48PYR
3222;20210805;48PYR
3223;20210929;48PYR
3224;20210924;48PYR
3225;20210919;48PYR
3226;20210914;48PYR
3227;20210909;48PYR
3228;20210904;48PYR
3229;20211029;48PYR
3230;20211024;48PYR
3231;20211019;48PYR
3232;20211014;48PYR
3233;20211009;48PYR
3234;20211004;48PYR
3235;20210427;48PYR
3236;20210422;48PYR
3237;20210417;48PYR
3238;20210412;48PYR
3239;20210407;48PYR
3240;20210402;48PYR
3241;20210107;48PYR
3242;20210107;48PYR
3243;20210127;48PYR
3244;20210122;48PYR
3245;20210117;48PYR
3246;20210117;48PYR
3247;20210112;48PYR
3248;20210112;48PYR
3249;20210102;48PYR
3370;20210316;48PWU
3563;20211201;48PWV
3744;20211128;48PYQ
3745;20211128;48PYQ
3746;20211123;48PYQ
3747;20211118;48PYQ
3748;20211113;48PYQ
3749;20211108;48PYQ
3750;20211103;48PYQ
3751;20210328;48PYQ
3752;20210323;48PYQ
3753;20210318;48PYQ
3754;20210318;48PYQ
3755;20210313;48PYQ
3756;20210308;48PYQ
3757;20210303;48PYQ
3758;20210201;48PYQ
3759;20210201;48PYQ
3760;20210226;48PYQ
3761;20210221;48PYQ
3762;20210216;48PYQ
3763;20210211;48PYQ
3764;20210206;48PYQ
3765;20210830;48PYQ
3766;20210825;48PYQ
3767;20210820;48PYQ
3768;20210815;48PYQ
3769;20210810;48PYQ
3770;20210805;48PYQ
3771;20210512;48PYQ
3772;20210512;48PYQ
3773;20210507;48PYQ
3774;20210507;48PYQ
3775;20210527;48PYQ
3776;20210522;48PYQ
3777;20210517;48PYQ
3778;20210502;48PYQ
3779;20210626;48PYQ
3780;20210621;48PYQ
3781;20210616;48PYQ
3782;20210611;48PYQ
3783;20210606;48PYQ
3784;20210601;48PYQ
3785;20210726;48PYQ
3786;20210726;48PYQ
3787;20210716;48PYQ
3788;20210716;48PYQ
3789;20210721;48PYQ
3790;20210711;48PYQ
3791;20210706;48PYQ
3792;20210701;48PYQ
3793;20211029;48PYQ
3794;20211024;48PYQ
3795;20211019;48PYQ
3796;20211014;48PYQ
3797;20211009;48PYQ
3798;20211004;48PYQ
3799;20210929;48PYQ
3800;20210924;48PYQ
3801;20210919;48PYQ
3802;20210914;48PYQ
3803;20210909;48PYQ
3804;20210904;48PYQ
3805;20211228;48PYQ
3806;20211223;48PYQ
3807;20211218;48PYQ
3808;20211213;48PYQ
3809;20211208;48PYQ
3810;20211203;48PYQ
3811;20211203;48PYQ
3812;20210112;48PYQ
3813;20210112;48PYQ
3814;20210127;48PYQ
3815;20210122;48PYQ
3816;20210117;48PYQ
3817;20210107;48PYQ
3818;20210102;48PYQ
3819;20210427;48PYQ
3820;20210422;48PYQ
3821;20210417;48PYQ
3822;20210412;48PYQ
3823;20210407;48PYQ
3824;20210402;48PYQ
3825;20210326;48PXQ
3826;20210326;48PXQ
3827;20210321;48PXQ
3828;20210321;48PXQ
3829;20210306;48PXQ
3830;20210306;48PXQ
3831;20210328;48PXQ
3832;20210323;48PXQ
3833;20210318;48PXQ
3834;20210318;48PXQ
3835;20210316;48PXQ
3836;20210313;48PXQ
3837;20210311;48PXQ
3838;20210308;48PXQ
3839;20210303;48PXQ
3840;20210301;48PXQ
3841;20210912;48PXQ
3842;20210912;48PXQ
3843;20210929;48PXQ
3844;20210927;48PXQ
3845;20210924;48PXQ
3846;20210922;48PXQ
3847;20210919;48PXQ
3848;20210917;48PXQ
3849;20210914;48PXQ
3850;20210909;48PXQ
3851;20210907;48PXQ
3852;20210904;48PXQ
3853;20210902;48PXQ
3854;20210729;48PXQ
3855;20210729;48PXQ
3856;20210726;48PXQ
3857;20210726;48PXQ
3858;20210716;48PXQ
3859;20210716;48PXQ
3860;20210724;48PXQ
3861;20210721;48PXQ
3862;20210719;48PXQ
3863;20210714;48PXQ
3864;20210711;48PXQ
3865;20210709;48PXQ
3866;20210706;48PXQ
3867;20210704;48PXQ
3868;20210701;48PXQ
3869;20210204;48PXQ
3870;20210204;48PXQ
3871;20210201;48PXQ
3872;20210201;48PXQ
3873;20210226;48PXQ
3874;20210224;48PXQ
3875;20210221;48PXQ
3876;20210219;48PXQ
3877;20210216;48PXQ
3878;20210214;48PXQ
3879;20210211;48PXQ
3880;20210209;48PXQ
3881;20210206;48PXQ
3882;20210130;48PXQ
3883;20210130;48PXQ
3884;20210120;48PXQ
3885;20210120;48PXQ
3886;20210115;48PXQ
3887;20210115;48PXQ
3888;20210112;48PXQ
3889;20210112;48PXQ
3890;20210127;48PXQ
3891;20210125;48PXQ
3892;20210125;48PXQ
3893;20210122;48PXQ
3894;20210117;48PXQ
3895;20210110;48PXQ
3896;20210107;48PXQ
3897;20210105;48PXQ
3898;20210102;48PXQ
3899;20210515;48PXQ
3900;20210515;48PXQ
3901;20210512;48PXQ
3902;20210512;48PXQ
3903;20210530;48PXQ
3904;20210527;48PXQ
3905;20210525;48PXQ
3906;20210522;48PXQ
3907;20210520;48PXQ
3908;20210517;48PXQ
3909;20210510;48PXQ
3910;20210507;48PXQ
3911;20210505;48PXQ
3912;20210502;48PXQ
3913;20210828;48PXQ
3914;20210828;48PXQ
3915;20210830;48PXQ
3916;20210825;48PXQ
3917;20210823;48PXQ
3918;20210820;48PXQ
3919;20210818;48PXQ
3920;20210815;48PXQ
3921;20210813;48PXQ
3922;20210810;48PXQ
3923;20210808;48PXQ
3924;20210805;48PXQ
3925;20210803;48PXQ
3926;20210427;48PXQ
3927;20210425;48PXQ
3928;20210422;48PXQ
3929;20210420;48PXQ
3930;20210417;48PXQ
3931;20210415;48PXQ
3932;20210412;48PXQ
3933;20210410;48PXQ
3934;20210407;48PXQ
3935;20210405;48PXQ
3936;20210402;48PXQ
3937;20211228;48PXQ
3938;20211226;48PXQ
3939;20211223;48PXQ
3940;20211221;48PXQ
3941;20211218;48PXQ
3942;20211216;48PXQ
3943;20211213;48PXQ
3944;20211211;48PXQ
3945;20211208;48PXQ
3946;20211206;48PXQ
3947;20211203;48PXQ
3948;20211203;48PXQ
3949;20211201;48PXQ
3950;20211029;48PXQ
3951;20211027;48PXQ
3952;20211024;48PXQ
3953;20211022;48PXQ
3954;20211019;48PXQ
3955;20211017;48PXQ
3956;20211014;48PXQ
3957;20211012;48PXQ
3958;20211009;48PXQ
3959;20211007;48PXQ
3960;20211004;48PXQ
3961;20211002;48PXQ
3962;20210629;48PXQ
3963;20210626;48PXQ
3964;20210624;48PXQ
3965;20210621;48PXQ
3966;20210619;48PXQ
3967;20210616;48PXQ
3968;20210614;48PXQ
3969;20210611;48PXQ
3970;20210609;48PXQ
3971;20210606;48PXQ
3972;20210604;48PXQ
3973;20210601;48PXQ
3974;20211128;48PXQ
3975;20211128;48PXQ
3976;20211126;48PXQ
3977;20211126;48PXQ
3978;20211123;48PXQ
3979;20211121;48PXQ
3980;20211118;48PXQ
3981;20211116;48PXQ
3982;20211113;48PXQ
3983;20211111;48PXQ
3984;20211108;48PXQ
3985;20211106;48PXQ
3986;20211103;48PXQ
3987;20211101;48PXQ
4022;20211126;48PWS
4023;20211121;48PWS
4024;20211116;48PWS
4025;20211111;48PWS
4026;20211106;48PWS
4027;20211101;48PWS
4491;20210423;48PWB
4707;20210423;48PVV
4747;20210329;48PVV
4757;20210306;48PVV
4758;20210306;48PVV
5029;20220301;48PWQ
5048;20221007;48PWQ
5198;20220830;48PYS
5199;20220825;48PYS
5200;20220820;48PYS
5201;20220815;48PYS
5202;20220810;48PYS
5203;20220810;48PYS
5204;20220805;48PYS
5289;20220227;48PWA
5290;20220224;48PWA
5291;20220222;48PWA
5292;20220219;48PWA
5293;20220217;48PWA
5294;20220214;48PWA
5295;20220212;48PWA
5296;20220209;48PWA
5297;20220209;48PWA
5298;20220207;48PWA
5299;20220204;48PWA
5300;20220202;48PWA
5442;20220115;48PXU
5443;20220130;48PXU
5444;20220127;48PXU
5445;20220125;48PXU
5446;20220122;48PXU
5447;20220120;48PXU
5448;20220117;48PXU
5449;20220112;48PXU
5450;20220110;48PXU
5451;20220107;48PXU
5452;20220105;48PXU
5453;20220102;48PXU
5548;20220830;48PXR
5549;20220828;48PXR
5550;20220825;48PXR
5551;20220823;48PXR
5552;20220820;48PXR
5553;20220818;48PXR
5554;20220815;48PXR
5555;20220813;48PXR
5556;20220810;48PXR
5557;20220808;48PXR
5558;20220805;48PXR
5559;20220803;48PXR
5652;20220226;48PXR
5653;20220226;48PXR
5654;20220224;48PXR
5655;20220221;48PXR
5656;20220219;48PXR
5657;20220216;48PXR
5658;20220214;48PXR
5659;20220211;48PXR
5660;20220209;48PXR
5661;20220206;48PXR
5662;20220204;48PXR
5663;20220201;48PXR
5780;20220826;48PVT
5781;20220823;48PVT
5782;20220821;48PVT
5786;20220811;48PVT
5787;20220808;48PVT
5788;20220806;48PVT
5789;20220803;48PVT
5790;20220801;48PVT
5813;20220226;48PYR
5814;20220226;48PYR
5815;20220221;48PYR
5816;20220216;48PYR
5817;20220211;48PYR
5818;20220206;48PYR
5819;20220201;48PYR
5820;20220527;48PYR
5821;20220522;48PYR
5822;20220517;48PYR
5823;20220512;48PYR
5824;20220507;48PYR
5825;20220502;48PYR
5826;20220726;48PYR
5827;20220721;48PYR
5828;20220716;48PYR
5829;20220711;48PYR
5830;20220706;48PYR
5831;20220701;48PYR
5832;20221128;48PYR
5833;20221123;48PYR
5834;20221118;48PYR
5835;20221113;48PYR
5836;20221103;48PYR
5837;20221228;48PYR
5838;20221223;48PYR
5839;20221218;48PYR
5840;20221208;48PYR
5841;20221203;48PYR
5842;20220328;48PYR
5843;20220323;48PYR
5844;20220318;48PYR
5845;20220313;48PYR
5846;20220308;48PYR
5847;20220303;48PYR
5848;20220626;48PYR
5849;20220621;48PYR
5850;20220616;48PYR
5851;20220611;48PYR
5852;20220606;48PYR
5853;20220601;48PYR
5854;20220830;48PYR
5855;20220825;48PYR
5856;20220820;48PYR
5857;20220815;48PYR
5858;20220810;48PYR
5859;20220805;48PYR
5860;20220929;48PYR
5861;20220924;48PYR
5862;20220919;48PYR
5863;20220914;48PYR
5864;20220909;48PYR
5865;20220904;48PYR
5866;20221029;48PYR
5867;20221024;48PYR
5868;20221019;48PYR
5869;20221014;48PYR
5870;20221009;48PYR
5871;20220427;48PYR
5872;20220422;48PYR
5873;20220417;48PYR
5874;20220412;48PYR
5875;20220407;48PYR
5876;20220402;48PYR
5877;20220127;48PYR
5878;20220122;48PYR
5879;20220117;48PYR
5880;20220112;48PYR
5881;20220107;48PYR
5882;20220102;48PYR
6159;20220224;48PWV
6160;20220219;48PWV
6161;20220214;48PWV
6162;20220209;48PWV
6163;20220204;48PWV
6377;20221128;48PYQ
6378;20221123;48PYQ
6379;20221118;48PYQ
6380;20221113;48PYQ
6381;20221103;48PYQ
6382;20220328;48PYQ
6383;20220323;48PYQ
6384;20220318;48PYQ
6385;20220313;48PYQ
6386;20220308;48PYQ
6387;20220303;48PYQ
6388;20220226;48PYQ
6389;20220226;48PYQ
6390;20220221;48PYQ
6391;20220216;48PYQ
6392;20220211;48PYQ
6393;20220206;48PYQ
6394;20220201;48PYQ
6395;20220830;48PYQ
6396;20220825;48PYQ
6397;20220820;48PYQ
6398;20220815;48PYQ
6399;20220810;48PYQ
6400;20220805;48PYQ
6401;20220527;48PYQ
6402;20220522;48PYQ
6403;20220517;48PYQ
6404;20220512;48PYQ
6405;20220507;48PYQ
6406;20220502;48PYQ
6407;20220626;48PYQ
6408;20220621;48PYQ
6409;20220616;48PYQ
6410;20220611;48PYQ
6411;20220606;48PYQ
6412;20220601;48PYQ
6413;20220726;48PYQ
6414;20220721;48PYQ
6415;20220716;48PYQ
6416;20220711;48PYQ
6417;20220706;48PYQ
6418;20220701;48PYQ
6419;20221029;48PYQ
6420;20221024;48PYQ
6421;20221019;48PYQ
6422;20221014;48PYQ
6423;20221009;48PYQ
6424;20220929;48PYQ
6425;20220924;48PYQ
6426;20220919;48PYQ
6427;20220914;48PYQ
6428;20220909;48PYQ
6429;20220904;48PYQ
6430;20221228;48PYQ
6431;20221223;48PYQ
6432;20221223;48PYQ
6433;20221218;48PYQ
6434;20221208;48PYQ
6435;20221203;48PYQ
6436;20220127;48PYQ
6437;20220122;48PYQ
6438;20220117;48PYQ
6439;20220112;48PYQ
6440;20220112;48PYQ
6441;20220107;48PYQ
6442;20220102;48PYQ
6443;20220427;48PYQ
6444;20220422;48PYQ
6445;20220417;48PYQ
6446;20220412;48PYQ
6447;20220407;48PYQ
6448;20220402;48PYQ
6449;20220328;48PXQ
6450;20220326;48PXQ
6451;20220323;48PXQ
6452;20220321;48PXQ
6453;20220318;48PXQ
6454;20220316;48PXQ
6455;20220313;48PXQ
6456;20220311;48PXQ
6457;20220308;48PXQ
6458;20220306;48PXQ
6459;20220303;48PXQ
6460;20220301;48PXQ
6461;20220929;48PXQ
6462;20220927;48PXQ
6463;20220924;48PXQ
6464;20220922;48PXQ
6465;20220919;48PXQ
6466;20220917;48PXQ
6467;20220914;48PXQ
6468;20220912;48PXQ
6469;20220909;48PXQ
6470;20220907;48PXQ
6471;20220904;48PXQ
6472;20220902;48PXQ
6473;20220729;48PXQ
6474;20220726;48PXQ
6475;20220724;48PXQ
6476;20220721;48PXQ
6477;20220719;48PXQ
6478;20220716;48PXQ
6479;20220714;48PXQ
6480;20220711;48PXQ
6481;20220709;48PXQ
6482;20220706;48PXQ
6483;20220704;48PXQ
6484;20220701;48PXQ
6485;20220226;48PXQ
6486;20220226;48PXQ
6487;20220224;48PXQ
6488;20220221;48PXQ
6489;20220219;48PXQ
6490;20220216;48PXQ
6491;20220214;48PXQ
6492;20220211;48PXQ
6493;20220209;48PXQ
6494;20220206;48PXQ
6495;20220204;48PXQ
6496;20220201;48PXQ
6497;20220130;48PXQ
6498;20220127;48PXQ
6499;20220125;48PXQ
6500;20220122;48PXQ
6501;20220120;48PXQ
6502;20220117;48PXQ
6503;20220115;48PXQ
6504;20220112;48PXQ
6505;20220112;48PXQ
6506;20220110;48PXQ
6507;20220107;48PXQ
6508;20220105;48PXQ
6509;20220102;48PXQ
6510;20220530;48PXQ
6511;20220527;48PXQ
6512;20220525;48PXQ
6513;20220522;48PXQ
6514;20220520;48PXQ
6515;20220517;48PXQ
6516;20220515;48PXQ
6517;20220512;48PXQ
6518;20220510;48PXQ
6519;20220507;48PXQ
6520;20220502;48PXQ
6521;20220830;48PXQ
6522;20220828;48PXQ
6523;20220825;48PXQ
6524;20220823;48PXQ
6525;20220820;48PXQ
6526;20220818;48PXQ
6527;20220815;48PXQ
6528;20220813;48PXQ
6529;20220810;48PXQ
6530;20220808;48PXQ
6531;20220805;48PXQ
6532;20220803;48PXQ
6533;20220427;48PXQ
6534;20220425;48PXQ
6535;20220422;48PXQ
6536;20220420;48PXQ
6537;20220417;48PXQ
6538;20220415;48PXQ
6539;20220412;48PXQ
6540;20220410;48PXQ
6541;20220407;48PXQ
6542;20220405;48PXQ
6543;20220402;48PXQ
6544;20221228;48PXQ
6545;20221226;48PXQ
6546;20221226;48PXQ
6547;20221223;48PXQ
6548;20221223;48PXQ
6549;20221221;48PXQ
6550;20221218;48PXQ
6551;20221216;48PXQ
6552;20221216;48PXQ
6553;20221211;48PXQ
6554;20221208;48PXQ
6555;20221206;48PXQ
6556;20221203;48PXQ
6557;20221201;48PXQ
6558;20221029;48PXQ
6559;20221027;48PXQ
6560;20221027;48PXQ
6561;20221024;48PXQ
6562;20221022;48PXQ
6563;20221019;48PXQ
6564;20221017;48PXQ
6565;20221014;48PXQ
6566;20221012;48PXQ
6567;20221009;48PXQ
6568;20221007;48PXQ
6569;20221002;48PXQ
6570;20220629;48PXQ
6571;20220626;48PXQ
6572;20220624;48PXQ
6573;20220621;48PXQ
6574;20220619;48PXQ
6575;20220616;48PXQ
6576;20220614;48PXQ
6577;20220611;48PXQ
6578;20220609;48PXQ
6579;20220606;48PXQ
6580;20220604;48PXQ
6581;20220601;48PXQ
6582;20221128;48PXQ
6583;20221126;48PXQ
6584;20221123;48PXQ
6585;20221121;48PXQ
6586;20221118;48PXQ
6587;20221116;48PXQ
6588;20221113;48PXQ
6589;20221111;48PXQ
6590;20221106;48PXQ
6591;20221103;48PXQ
6592;20221101;48PXQ
6657;20221027;48PWS
6658;20221022;48PWS
6659;20221017;48PWS
6660;20221012;48PWS
6661;20221007;48PWS
6662;20221002;48PWS
6694;20220224;48PXV
6695;20220219;48PXV
6696;20220214;48PXV
6697;20220209;48PXV
6698;20220204;48PXV
6746;20220629;48PXV
6747;20220629;48PXV
6748;20220624;48PXV
6749;20220619;48PXV
6750;20220619;48PXV
6751;20220614;48PXV
6752;20220609;48PXV
6753;20220604;48PXV
7588;20200306;48PWQ
7592;20200311;48PWQ
7593;20200301;48PWQ
7912;20200306;48PWA
7915;20200324;48PWA
7916;20200321;48PWA
7919;20200314;48PWA
7920;20200311;48PWA
7922;20200304;48PWA
7923;20200301;48PWA
8174;20201121;48PXR
8203;20200306;48PXR
8213;20200313;48PXR
8214;20200311;48PXR
8215;20200308;48PXR
8216;20200303;48PXR
8217;20200301;48PXR
8388;20200227;48PYR
8389;20200222;48PYR
8390;20200217;48PYR
8391;20200212;48PYR
8392;20200207;48PYR
8393;20200202;48PYR
8394;20200527;48PYR
8395;20200522;48PYR
8396;20200517;48PYR
8397;20200512;48PYR
8398;20200507;48PYR
8399;20200502;48PYR
8400;20200726;48PYR
8401;20200721;48PYR
8402;20200716;48PYR
8403;20200711;48PYR
8404;20200706;48PYR
8405;20200701;48PYR
8406;20201118;48PYR
8407;20201118;48PYR
8408;20201128;48PYR
8409;20201128;48PYR
8410;20201123;48PYR
8411;20201113;48PYR
8412;20201108;48PYR
8413;20201103;48PYR
8414;20201228;48PYR
8415;20201228;48PYR
8416;20201203;48PYR
8417;20201203;48PYR
8418;20201218;48PYR
8419;20201213;48PYR
8420;20201208;48PYR
8421;20200328;48PYR
8422;20200323;48PYR
8423;20200318;48PYR
8424;20200318;48PYR
8425;20200313;48PYR
8426;20200308;48PYR
8427;20200303;48PYR
8428;20200626;48PYR
8429;20200621;48PYR
8430;20200616;48PYR
8431;20200611;48PYR
8432;20200606;48PYR
8433;20200601;48PYR
8434;20200830;48PYR
8435;20200825;48PYR
8436;20200820;48PYR
8437;20200815;48PYR
8438;20200810;48PYR
8439;20200805;48PYR
8440;20200929;48PYR
8441;20200924;48PYR
8442;20200919;48PYR
8443;20200914;48PYR
8444;20200909;48PYR
8445;20200904;48PYR
8446;20201014;48PYR
8447;20201014;48PYR
8448;20201029;48PYR
8449;20201024;48PYR
8450;20201019;48PYR
8451;20201009;48PYR
8452;20201004;48PYR
8453;20200427;48PYR
8454;20200422;48PYR
8455;20200417;48PYR
8456;20200412;48PYR
8457;20200407;48PYR
8458;20200402;48PYR
8459;20200128;48PYR
8460;20200123;48PYR
8461;20200118;48PYR
8462;20200118;48PYR
8463;20200113;48PYR
8464;20200108;48PYR
8465;20200103;48PYR
8527;20200306;48PWR
8531;20200311;48PWR
8532;20200301;48PWR
8925;20201118;48PYQ
8926;20201118;48PYQ
8927;20201103;48PYQ
8928;20201103;48PYQ
8929;20201128;48PYQ
8930;20201128;48PYQ
8931;20201123;48PYQ
8932;20201113;48PYQ
8933;20201108;48PYQ
8934;20200328;48PYQ
8935;20200323;48PYQ
8936;20200318;48PYQ
8937;20200318;48PYQ
8938;20200313;48PYQ
8939;20200308;48PYQ
8940;20200303;48PYQ
8941;20200227;48PYQ
8942;20200222;48PYQ
8943;20200217;48PYQ
8944;20200212;48PYQ
8945;20200207;48PYQ
8946;20200202;48PYQ
8947;20200830;48PYQ
8948;20200825;48PYQ
8949;20200820;48PYQ
8950;20200815;48PYQ
8951;20200810;48PYQ
8952;20200805;48PYQ
8953;20200527;48PYQ
8954;20200522;48PYQ
8955;20200517;48PYQ
8956;20200517;48PYQ
8957;20200512;48PYQ
8958;20200507;48PYQ
8959;20200502;48PYQ
8960;20200626;48PYQ
8961;20200621;48PYQ
8962;20200616;48PYQ
8963;20200611;48PYQ
8964;20200606;48PYQ
8965;20200601;48PYQ
8966;20200726;48PYQ
8967;20200721;48PYQ
8968;20200716;48PYQ
8969;20200711;48PYQ
8970;20200706;48PYQ
8971;20200701;48PYQ
8972;20201014;48PYQ
8973;20201014;48PYQ
8974;20201029;48PYQ
8975;20201024;48PYQ
8976;20201019;48PYQ
8977;20201009;48PYQ
8978;20201004;48PYQ
8979;20200929;48PYQ
8980;20200924;48PYQ
8981;20200919;48PYQ
8982;20200914;48PYQ
8983;20200909;48PYQ
8984;20200904;48PYQ
8985;20201228;48PYQ
8986;20201228;48PYQ
8987;20201203;48PYQ
8988;20201203;48PYQ
8989;20201218;48PYQ
8990;20201213;48PYQ
8991;20201208;48PYQ
8992;20200128;48PYQ
8993;20200123;48PYQ
8994;20200118;48PYQ
8995;20200118;48PYQ
8996;20200113;48PYQ
8997;20200108;48PYQ
8998;20200103;48PYQ
8999;20200427;48PYQ
9000;20200422;48PYQ
9001;20200417;48PYQ
9002;20200412;48PYQ
9003;20200407;48PYQ
9004;20200402;48PYQ
9005;20200306;48PXQ
9006;20200328;48PXQ
9007;20200326;48PXQ
9008;20200323;48PXQ
9009;20200321;48PXQ
9010;20200318;48PXQ
9011;20200316;48PXQ
9012;20200313;48PXQ
9013;20200311;48PXQ
9014;20200308;48PXQ
9015;20200303;48PXQ
9016;20200301;48PXQ
9017;20200929;48PXQ
9018;20200927;48PXQ
9019;20200924;48PXQ
9020;20200922;48PXQ
9021;20200919;48PXQ
9022;20200917;48PXQ
9023;20200914;48PXQ
9024;20200912;48PXQ
9025;20200909;48PXQ
9026;20200907;48PXQ
9027;20200904;48PXQ
9028;20200902;48PXQ
9029;20200729;48PXQ
9030;20200726;48PXQ
9031;20200724;48PXQ
9032;20200721;48PXQ
9033;20200716;48PXQ
9034;20200714;48PXQ
9035;20200711;48PXQ
9036;20200709;48PXQ
9037;20200706;48PXQ
9038;20200704;48PXQ
9039;20200701;48PXQ
9040;20200227;48PXQ
9041;20200225;48PXQ
9042;20200222;48PXQ
9043;20200220;48PXQ
9044;20200217;48PXQ
9045;20200215;48PXQ
9046;20200212;48PXQ
9047;20200210;48PXQ
9048;20200207;48PXQ
9049;20200205;48PXQ
9050;20200202;48PXQ
9051;20200128;48PXQ
9052;20200126;48PXQ
9053;20200123;48PXQ
9054;20200121;48PXQ
9055;20200118;48PXQ
9056;20200116;48PXQ
9057;20200113;48PXQ
9058;20200111;48PXQ
9059;20200108;48PXQ
9060;20200106;48PXQ
9061;20200103;48PXQ
9062;20200101;48PXQ
9063;20200530;48PXQ
9064;20200527;48PXQ
9065;20200525;48PXQ
9066;20200522;48PXQ
9067;20200520;48PXQ
9068;20200517;48PXQ
9069;20200517;48PXQ
9070;20200515;48PXQ
9071;20200512;48PXQ
9072;20200510;48PXQ
9073;20200507;48PXQ
9074;20200505;48PXQ
9075;20200502;48PXQ
9076;20200830;48PXQ
9077;20200828;48PXQ
9078;20200825;48PXQ
9079;20200823;48PXQ
9080;20200820;48PXQ
9081;20200818;48PXQ
9082;20200815;48PXQ
9083;20200813;48PXQ
9084;20200810;48PXQ
9085;20200808;48PXQ
9086;20200805;48PXQ
9087;20200803;48PXQ
9088;20200427;48PXQ
9089;20200425;48PXQ
9090;20200422;48PXQ
9091;20200420;48PXQ
9092;20200417;48PXQ
9093;20200415;48PXQ
9094;20200412;48PXQ
9095;20200410;48PXQ
9096;20200407;48PXQ
9097;20200405;48PXQ
9098;20200402;48PXQ
9099;20201228;48PXQ
9100;20201228;48PXQ
9101;20201203;48PXQ
9102;20201203;48PXQ
9103;20201226;48PXQ
9104;20201221;48PXQ
9105;20201218;48PXQ
9106;20201216;48PXQ
9107;20201213;48PXQ
9108;20201211;48PXQ
9109;20201208;48PXQ
9110;20201206;48PXQ
9111;20201201;48PXQ
9112;20201201;48PXQ
9113;20201201;48PXQ
9114;20201014;48PXQ
