Date;Tile;Online
20180128;48PXQ;0
20180126;48PXQ;0
20180121;48PXQ;0
20180118;48PXQ;0
20180113;48PXQ;0
20180111;48PXQ;0
20180108;48PXQ;0
20180106;48PXQ;0
20180126;48PXQ;1
20180111;48PXQ;1
20180101;48PXQ;1
