Date;Tile;Online
20180928;48PWA;0
20180918;48PWA;0
20180913;48PWA;0
20180908;48PWA;0
20180903;48PWA;0
20180926;48PWA;1
20180921;48PWA;1
20180911;48PWA;1
20180906;48PWA;1
20180901;48PWA;1
