Date;Tile;Online
20190730;48PXT;0
20190727;48PXT;0
20190725;48PXT;0
20190722;48PXT;0
20190720;48PXT;0
20190717;48PXT;0
20190712;48PXT;0
20190710;48PXT;0
20190707;48PXT;0
20190705;48PXT;0
20190702;48PXT;0
20190727;48PXT;1
20190715;48PXT;1
