Date;Tile;Online
20210729;48PWB;0
20210717;48PWB;0
20210729;48PWB;1
20210727;48PWB;1
20210724;48PWB;1
20210722;48PWB;1
20210719;48PWB;1
20210717;48PWB;1
20210714;48PWB;1
20210712;48PWB;1
20210709;48PWB;1
20210707;48PWB;1
20210704;48PWB;1
20210702;48PWB;1
