Date;Tile;Online
20201228;48PXR;0
20201203;48PXR;0
20201228;48PXR;1
20201226;48PXR;1
20201221;48PXR;1
20201218;48PXR;1
20201216;48PXR;1
20201213;48PXR;1
20201211;48PXR;1
20201208;48PXR;1
20201206;48PXR;1
20201203;48PXR;1
20201201;48PXR;1
20201201;48PXR;1
20201201;48PXR;1
