Date;Tile;Online
20200929;48PXS;1.0
20200927;48PXS;1.0
20200924;48PXS;1.0
20200922;48PXS;1.0
20200919;48PXS;1.0
20200917;48PXS;1.0
20200914;48PXS;1.0
20200912;48PXS;1.0
20200909;48PXS;1.0
20200907;48PXS;1.0
20200904;48PXS;1.0
20200902;48PXS;1.0
