Date;Tile;Online
20181229;48PXR;0.0
20181227;48PXR;0.0
20181224;48PXR;0.0
20181222;48PXR;0.0
20181219;48PXR;0.0
20181217;48PXR;0.0
20181214;48PXR;0.0
20181212;48PXR;0.0
20181209;48PXR;0.0
20181207;48PXR;0.0
20181204;48PXR;0.0
20181202;48PXR;0.0
