Date;Tile;Online
20181028;48PWB;0
20181026;48PWB;0
20181023;48PWB;0
20181021;48PWB;0
20181016;48PWB;0
20181013;48PWB;0
20181011;48PWB;0
20181008;48PWB;0
20181006;48PWB;0
20181003;48PWB;0
20181001;48PWB;0
20181021;48PWB;1
20181018;48PWB;1
