Date;Tile;Online
20180528;48PYT;0
20180523;48PYT;0
20180518;48PYT;0
20180513;48PYT;0
20180508;48PYT;0
20180526;48PYT;1
20180521;48PYT;1
20180516;48PYT;1
20180511;48PYT;1
20180506;48PYT;1
20180501;48PYT;1
