Date;Tile;Online
20201129;31UCT;1.0
20201127;31UCT;1.0
20201124;31UCT;1.0
20201122;31UCT;1.0
20201119;31UCT;1.0
20201117;31UCT;1.0
20201114;31UCT;1.0
20201112;31UCT;1.0
20201109;31UCT;1.0
20201107;31UCT;1.0
20201104;31UCT;1.0
20201102;31UCT;1.0
